Dataname,Cyclic Group,Epoch,Train Accuracy,Train Loss,Test Accuracy,Test Loss
DOTAv1.0,1,60,94.57399103139014,539.9647216796875,85.99556295063783,1695.6541748046875
DOTAv1.0,1,61,94.92899850523169,509.89508056640625,85.90890183028286,1737.5179443359375
DOTAv1.0,1,62,95.14200298953662,493.2330322265625,85.72518025513034,1761.2222900390625
DOTAv1.0,1,63,95.04484304932735,499.7201843261719,85.88117027176926,1741.2740478515625
DOTAv1.0,1,64,95.08968609865471,495.68463134765625,85.28840820854133,1838.7767333984375
DOTAv1.0,1,65,95.093423019432,493.1177978515625,86.08222407099278,1675.745361328125
DOTAv1.0,1,66,95.57548579970104,460.197021484375,86.06835829173599,1673.9620361328125
DOTAv1.0,1,67,95.29895366218236,468.14422607421875,86.31794231835829,1658.816162109375
DOTAv1.0,1,68,95.30269058295964,473.2046203613281,85.42706600110927,1780.6199951171875
DOTAv1.0,1,69,95.52690582959642,466.53704833984375,86.14808652246256,1713.2403564453125
DOTAv1.0,1,70,95.66517189835575,437.54278564453125,86.051026067665,1753.7724609375
DOTAv1.0,1,71,95.61659192825111,452.01666259765625,85.92623405435386,1715.6470947265625
DOTAv1.0,1,72,95.50822122571002,449.7135009765625,85.20174708818635,1860.2022705078125
DOTAv1.0,1,73,95.68385650224215,431.3402099609375,85.52759290072102,1819.6656494140625
DOTAv1.0,1,74,95.99775784753362,409.13946533203125,85.77717692734332,1791.1231689453125
DOTAv1.0,1,75,95.8221225710015,418.2930908203125,85.84997226844149,1800.41650390625
DOTAv1.0,1,76,95.8221225710015,421.7220153808594,86.23474764281752,1732.120849609375
DOTAv1.0,1,77,95.88191330343797,413.76068115234375,85.30574043261231,1885.6181640625
DOTAv1.0,1,78,95.86322869955157,413.37744140625,85.1116195230172,1889.9547119140625
DOTAv1.0,1,79,96.10986547085201,388.2447814941406,85.33000554631171,1839.3175048828125
DOTAv1.0,1,80,96.26681614349776,382.4888000488281,85.68358291735996,1799.0311279296875
DOTAv1.0,1,81,96.0949177877429,396.35198974609375,85.5934553521908,1846.5313720703125
DOTAv1.0,1,82,96.15470852017938,377.8558654785156,85.50332778702163,1866.04541015625
DOTAv1.0,1,83,95.89686098654708,401.8029479980469,86.16888519134775,1731.166748046875
DOTAv1.0,1,84,96.29297458893872,376.9046630859375,86.11688851913478,1773.1473388671875
DOTAv1.0,1,85,96.24813153961136,370.79693603515625,85.65238491403217,1861.8548583984375
DOTAv1.0,1,86,96.28176382660688,371.4433898925781,86.84137548530228,1701.4263916015625
DOTAv1.0,1,87,96.22944693572497,372.9474792480469,85.75291181364393,1839.0455322265625
DOTAv1.0,1,88,96.37518684603886,368.979248046875,84.98682750970605,1911.909912109375
DOTAv1.0,1,89,96.35650224215246,353.2705078125,86.0267609539656,1846.6092529296875
DOTAv1.0,1,90,96.3863976083707,354.3395080566406,85.89850249584026,1808.556640625
DOTAv1.0,1,91,96.44618834080717,347.6051330566406,86.85870770937326,1719.5513916015625
DOTAv1.0,1,92,96.4050822122571,362.8525695800781,85.71131447587355,1878.2708740234375
DOTAv1.0,1,93,96.58071748878923,340.2312927246094,86.36993899057127,1777.2916259765625
DOTAv1.0,1,94,96.68535127055307,335.11785888671875,86.35607321131448,1812.731201171875
DOTAv1.0,1,95,96.69282511210763,343.0875244140625,85.66971713810317,1834.8406982421875
DOTAv1.0,1,96,96.57324364723468,341.2392272949219,85.8118413754853,1885.9224853515625
DOTAv1.0,1,97,96.63677130044843,330.7743835449219,86.5259290072102,1821.766357421875
DOTAv1.0,1,98,96.76382660687594,332.6786193847656,86.48779811425402,1791.436767578125
DOTAv1.0,1,99,96.83482810164425,311.8326721191406,86.01289517470882,1864.82666015625
DOTAv1.0,8,0,42.44252873563219,1617.407958984375,52.811286744315034,5499.958984375
DOTAv1.0,8,1,56.54463390170511,1470.7958984375,60.614254021075986,4854.20458984375
DOTAv1.0,8,2,63.72416891284816,1403.91845703125,67.07570715474209,3997.169189453125
DOTAv1.0,8,3,68.08727569331158,1349.4559326171875,71.88713255684969,3552.680419921875
DOTAv1.0,8,4,71.8609865470852,1320.7159423828125,72.82307265668331,3286.670654296875
DOTAv1.0,8,5,74.93108201240524,1273.7041015625,73.50249584026622,3098.661865234375
DOTAv1.0,8,6,77.73512476007679,1218.4619140625,76.05033277870217,2787.55517578125
DOTAv1.0,8,7,79.30340095465394,1208.341552734375,76.6708264004437,2764.745361328125
DOTAv1.0,8,8,80.82354586129755,1175.843505859375,77.3953133666112,2686.14111328125
DOTAv1.0,8,9,82.53550762756444,1119.4344482421875,76.49750415973378,2675.84619140625
DOTAv1.0,8,10,83.9418777943368,1089.4346923828125,79.52371048252913,2392.5595703125
DOTAv1.0,8,11,85.47154280338664,1065.6346435546875,80.15806988352745,2286.413330078125
DOTAv1.0,8,12,86.19302949061662,1030.930419921875,78.3659179145868,2472.944580078125
DOTAv1.0,8,13,87.5053350405463,1012.8410034179688,78.25152523571825,2620.613037109375
DOTAv1.0,8,14,87.99119934506754,982.4052124023438,79.87382140876316,2302.2021484375
DOTAv1.0,8,15,88.78293354305939,951.4672241210938,80.46658347199113,2313.77001953125
DOTAv1.0,8,16,89.84730652503794,897.0573120117188,81.44412090959511,2150.644775390625
DOTAv1.0,8,17,89.92749632892804,915.6019287109375,79.58610648918469,2374.544921875
DOTAv1.0,8,18,90.72838847385272,870.221435546875,80.9830837493067,2233.49072265625
DOTAv1.0,8,19,90.64766839378238,880.3770141601562,80.65030504714365,2305.099609375
DOTAv1.0,8,20,91.0016835016835,866.3446044921875,81.46838602329451,2179.744873046875
DOTAv1.0,8,21,91.98275862068965,813.1937255859375,82.88269550748753,1968.433837890625
DOTAv1.0,8,22,91.9951923076923,817.1368408203125,81.88089295618414,2098.0234375
DOTAv1.0,8,23,92.38654147104852,784.2722778320312,82.18247365501942,2159.56689453125
DOTAv1.0,8,24,92.49617737003058,782.2618408203125,82.18940654464781,2111.491455078125
DOTAv1.0,8,25,92.79521674140508,778.2347412109375,81.95368829728231,2148.76025390625
DOTAv1.0,8,26,92.9185351270553,756.5250854492188,83.187742651137,2022.4293212890625
DOTAv1.0,8,27,93.51270553064275,698.9503173828125,82.58111480865225,2077.861083984375
DOTAv1.0,8,28,93.74439461883408,671.100341796875,83.56905158069884,2001.2999267578125
DOTAv1.0,8,29,93.75934230194319,662.5164184570312,82.42512479201332,2162.510986328125
DOTAv1.0,8,30,94.12929745889387,621.6649780273438,83.4061286744315,2014.8082275390625
DOTAv1.0,8,31,94.22272047832585,599.4921264648438,83.27093732667777,2070.4775390625
DOTAv1.0,8,32,94.15545590433483,607.22607421875,82.32113144758736,2241.366455078125
DOTAv1.0,8,33,94.81689088191331,547.78076171875,82.55684969495286,2177.027099609375
DOTAv1.0,8,34,94.78325859491778,555.03466796875,83.18427620632279,2107.146484375
DOTAv1.0,8,35,94.6337817638266,561.5966796875,83.9018302828619,2017.041015625
DOTAv1.0,8,36,94.94768310911809,516.1161499023438,82.99708818635607,2129.215087890625
DOTAv1.0,8,37,95.41106128550074,485.562255859375,83.1912090959512,2137.876953125
DOTAv1.0,8,38,95.52690582959642,462.6396789550781,83.4303937881309,2122.117919921875
DOTAv1.0,8,39,95.31390134529148,484.35003662109375,83.38533000554631,2159.12158203125
DOTAv1.0,8,40,95.64275037369208,452.9624328613281,83.641846921797,2126.5498046875
DOTAv1.0,8,41,95.7660687593423,449.4330749511719,83.77703826955076,2097.835693359375
DOTAv1.0,8,42,95.6203288490284,457.0931396484375,83.81170271769274,2172.41015625
DOTAv1.0,8,43,96.07997010463379,402.1563720703125,83.98502495840266,2103.43701171875
DOTAv1.0,8,44,95.87443946188341,426.25921630859375,84.36286744315031,2053.2470703125
DOTAv1.0,8,45,95.76980568011957,418.5987854003906,83.70424292845257,2182.511474609375
DOTAv1.0,8,46,96.14723467862481,398.8811340332031,83.6661120354964,2200.109130859375
DOTAv1.0,8,47,96.17713004484305,387.6330261230469,84.02315585135884,2190.8212890625
DOTAv1.0,8,48,96.25934230194319,377.6264953613281,83.85676650027732,2133.96240234375
DOTAv1.0,8,49,96.29671150971599,379.46697998046875,84.75804215196894,2087.527587890625
DOTAv1.0,8,50,96.26307922272048,375.00848388671875,83.03521907931226,2222.9765625
DOTAv1.0,8,51,96.6778774289985,358.1825866699219,84.46339434276207,2095.80126953125
DOTAv1.0,8,52,96.51345291479821,360.9845275878906,83.60718247365502,2284.132080078125
DOTAv1.0,8,53,96.6031390134529,344.2981872558594,84.30047143649473,2185.57568359375
DOTAv1.0,8,54,96.67040358744394,332.9824523925781,84.73724348308374,2097.6953125
DOTAv1.0,8,55,96.6031390134529,340.1958312988281,84.3801996672213,2132.110107421875
DOTAv1.0,8,56,96.87593423019432,325.78228759765625,84.65404880754298,2158.64453125
DOTAv1.0,8,57,96.8609865470852,322.4356384277344,84.25887409872435,2132.5341796875
DOTAv1.0,8,58,96.8423019431988,316.8249206542969,84.48765945646144,2219.947509765625
DOTAv1.0,8,59,97.01046337817638,318.4105529785156,84.07515252357183,2244.015625
DOTAv1.0,8,60,96.92077727952167,319.8927307128906,84.12021630615641,2258.712158203125
DOTAv1.0,8,61,96.87593423019432,321.06829833984375,84.3836661120355,2192.318115234375
DOTAv1.0,8,62,97.32062780269058,285.0105285644531,84.72337770382696,2164.913818359375
DOTAv1.0,8,63,97.0964125560538,292.65679931640625,84.17914586799779,2202.304931640625
DOTAv1.0,8,64,97.23467862481316,284.4012145996094,84.78577371048253,2146.089111328125
DOTAv1.0,8,65,97.27578475336323,279.76776123046875,84.54312257348863,2200.2900390625
DOTAv1.0,8,66,97.1150971599402,282.517822265625,83.83596783139213,2300.919921875
DOTAv1.0,8,67,97.32062780269058,270.57080078125,84.73724348308374,2239.9287109375
DOTAv1.0,8,68,97.39910313901345,270.2269287109375,84.28313921242375,2204.99658203125
DOTAv1.0,8,69,97.30568011958147,274.6061096191406,84.43219633943427,2260.317626953125
DOTAv1.0,8,70,97.33183856502242,269.6425476074219,84.67831392124238,2241.739990234375
DOTAv1.0,8,71,97.55231689088191,254.59205627441406,84.8481697171381,2228.334228515625
DOTAv1.0,8,72,97.21225710014949,277.28131103515625,84.20687742651137,2281.2568359375
DOTAv1.0,8,73,97.69058295964126,241.49928283691406,84.65751525235719,2295.232421875
DOTAv1.0,8,74,97.6121076233184,234.65965270996094,84.49112590127565,2313.782470703125
DOTAv1.0,8,75,97.62331838565022,243.79116821289062,84.15488075429839,2349.744873046875
DOTAv1.0,8,76,97.63452914798206,235.63536071777344,85.13241819190239,2228.494873046875
DOTAv1.0,8,77,97.61958146487294,250.3072967529297,84.16874653355518,2352.323974609375
DOTAv1.0,8,78,97.71300448430493,237.2112274169922,84.71991125901276,2246.421875
DOTAv1.0,8,79,97.67563527653213,239.29904174804688,84.47032723239046,2419.638916015625
DOTAv1.0,8,80,97.754110612855,232.4348907470703,84.6228508042152,2315.991455078125
DOTAv1.0,8,81,97.83258594917787,215.6812744140625,85.01109262340543,2316.211669921875
DOTAv1.0,8,82,97.77653213751869,228.06394958496094,84.91056572379367,2281.05859375
DOTAv1.0,8,83,97.86248131539611,214.60850524902344,84.77190793122573,2259.4287109375
DOTAv1.0,8,84,97.71300448430493,225.80044555664062,84.57085413200221,2345.05029296875
DOTAv1.0,8,85,97.81390134529147,225.41110229492188,84.07861896838602,2380.4287109375
DOTAv1.0,8,86,97.76905829596413,226.17283630371094,84.75110926234053,2321.812744140625
DOTAv1.0,8,87,98.09043348281017,203.05740356445312,84.68178036605657,2342.875244140625
DOTAv1.0,8,88,98.01569506726457,195.89602661132812,84.8412368275097,2310.345947265625
DOTAv1.0,8,89,97.754110612855,220.15501403808594,84.130615640599,2487.592529296875
DOTAv1.0,8,90,98.04185351270553,204.8909149169922,84.65751525235719,2351.636962890625
DOTAv1.0,8,91,97.83632286995515,226.47520446777344,84.75110926234053,2333.14404296875
DOTAv1.0,8,92,98.04932735426009,200.84881591796875,84.81350526899611,2330.473876953125
DOTAv1.0,8,93,97.88863976083707,212.31690979003906,84.3559345535219,2412.3115234375
DOTAv1.0,8,94,98.12780269058295,187.2263641357422,85.46173044925125,2258.314208984375
DOTAv1.0,8,95,98.0119581464873,196.883056640625,84.26927343316694,2458.80029296875
DOTAv1.0,8,96,98.12780269058295,188.84878540039062,84.70604547975597,2329.93603515625
DOTAv1.0,8,97,97.96337817638266,198.51150512695312,84.3940654464781,2386.419189453125
DOTAv1.0,8,98,98.30717488789237,179.8372039794922,84.78924015529672,2407.475830078125
DOTAv1.0,8,99,98.12032884902841,182.00682067871094,84.47379367720465,2493.004638671875
